k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9678136706352234,0.16450819373130798
0.2,0.8872467279434204,0.3138933777809143
0.30000000000000004,0.7926161289215088,0.3779839277267456
0.4,0.6769184470176697,0.425997793674469
0.5,0.531057596206665,0.4353978633880615
0.6,0.39941325783729553,0.4295426607131958
0.7000000000000001,0.26324161887168884,0.3845628798007965
0.8,0.12133250385522842,0.26983895897865295
0.9,0.02401617355644703,0.11767908185720444
1.0,0.007892435416579247,0.06094127893447876
