k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9689096808433533,0.16986283659934998
0.2,0.8889643549919128,0.3078787624835968
0.30000000000000004,0.7829911112785339,0.38426339626312256
0.4,0.6706309914588928,0.4326215088367462
0.5,0.5313950181007385,0.4427216649055481
0.6,0.39471307396888733,0.42661216855049133
0.7000000000000001,0.25554704666137695,0.37866127490997314
0.8,0.11344265937805176,0.25671815872192383
0.9,0.024807158857584,0.12124024331569672
1.0,0.007892386987805367,0.060941290110349655
