k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.20707574486732483,0.34262290596961975
0.2,0.08093875646591187,0.22776755690574646
0.30000000000000004,0.03628800809383392,0.14968322217464447
0.4,0.021035369485616684,0.11554074287414551
0.5,0.016300801187753677,0.10130733996629715
0.6,0.01408842671662569,0.08923853933811188
0.7000000000000001,0.010906008072197437,0.08052770048379898
0.8,0.009031976573169231,0.06898606568574905
0.9,0.004153154790401459,0.03269214555621147
1.0,0.007892435416579247,0.06094127893447876
