k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.2894226014614105,0.3899714946746826
0.2,0.2139214128255844,0.3581089973449707
0.30000000000000004,0.1755737066268921,0.3376169502735138
0.4,0.1471794694662094,0.31530436873435974
0.5,0.12799066305160522,0.2967044711112976
0.6,0.10563722997903824,0.27822649478912354
0.7000000000000001,0.08268924802541733,0.23200112581253052
0.8,0.06376700103282928,0.20465236902236938
0.9,0.030497752130031586,0.13353760540485382
1.0,0.00137475342489779,0.005388423800468445
