k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.7010827660560608,0.4394882619380951
0.2,0.60813969373703,0.47668078541755676
0.30000000000000004,0.4918649196624756,0.49036818742752075
0.4,0.3418767750263214,0.4731852412223816
0.5,0.22536852955818176,0.3899216949939728
0.6,0.14942370355129242,0.3255750834941864
0.7000000000000001,0.09360717982053757,0.24437549710273743
0.8,0.05653229355812073,0.1929139643907547
0.9,0.03037424385547638,0.1396663337945938
1.0,0.0013747528428211808,0.005388422403484583
