k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.8443306684494019,0.3852802515029907
0.2,0.727811336517334,0.43751847743988037
0.30000000000000004,0.6243621110916138,0.4714045524597168
0.4,0.5072744488716125,0.4863334000110626
0.5,0.37812259793281555,0.47311660647392273
0.6,0.241459459066391,0.3903054893016815
0.7000000000000001,0.12246357649564743,0.2696642279624939
0.8,0.05109754577279091,0.1752995401620865
0.9,0.014055265113711357,0.08855626732110977
1.0,0.0013747528428211808,0.005388422403484583
