k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9108704924583435,0.27665433287620544
0.2,0.8308077454566956,0.34522512555122375
0.30000000000000004,0.7514731287956238,0.3940950036048889
0.4,0.6423159241676331,0.4393959939479828
0.5,0.5194921493530273,0.4573022127151489
0.6,0.3499845266342163,0.41412827372550964
0.7000000000000001,0.16887615621089935,0.32574161887168884
0.8,0.051317933946847916,0.1797505021095276
0.9,0.00964368786662817,0.07276846468448639
1.0,0.008007931523025036,0.0650714561343193
