k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9743728041648865,0.16256842017173767
0.2,0.9267639517784119,0.25072401762008667
0.30000000000000004,0.8569690585136414,0.3431345820426941
0.4,0.7556565999984741,0.40791210532188416
0.5,0.6297958493232727,0.43577679991722107
0.6,0.4798058569431305,0.4477798640727997
0.7000000000000001,0.2914910912513733,0.4014652669429779
0.8,0.12059012800455093,0.277042418718338
0.9,0.011527685448527336,0.07617354393005371
1.0,0.0012593601131811738,0.0026873229071497917
