k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9692932367324829,0.19724027812480927
0.2,0.9169472455978394,0.3003934323787689
0.30000000000000004,0.860174298286438,0.35341790318489075
0.4,0.7610636353492737,0.4331074059009552
0.5,0.6301496624946594,0.49145954847335815
0.6,0.4667317271232605,0.46669191122055054
0.7000000000000001,0.2823944389820099,0.40006670355796814
0.8,0.1051507443189621,0.2535944879055023
0.9,0.009498893283307552,0.06575118005275726
1.0,0.001935050473548472,0.00994346383959055
