k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.8499969244003296,0.3644336760044098
0.2,0.730740487575531,0.43332555890083313
0.30000000000000004,0.6165618896484375,0.45970502495765686
0.4,0.49678272008895874,0.4837617576122284
0.5,0.3746526539325714,0.46722686290740967
0.6,0.2336205095052719,0.3779250681400299
0.7000000000000001,0.1219811737537384,0.2733299434185028
0.8,0.05373590812087059,0.18558676540851593
0.9,0.01586662419140339,0.0917665883898735
1.0,0.0013747528428211808,0.005388422403484583
