k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.970271646976471,0.20186564326286316
0.2,0.9154391884803772,0.2815170884132385
0.30000000000000004,0.8130163550376892,0.37281379103660583
0.4,0.7112330198287964,0.44036898016929626
0.5,0.6033487319946289,0.4609437584877014
0.6,0.4685911238193512,0.45607513189315796
0.7000000000000001,0.2976171374320984,0.3990577757358551
0.8,0.11197410523891449,0.2641321122646332
0.9,0.015073996968567371,0.10121177136898041
1.0,0.0013747528428211808,0.005388422403484583
