k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.9683012366294861,0.1905910223722458
0.2,0.8970866799354553,0.31931665539741516
0.30000000000000004,0.8018083572387695,0.4037989675998688
0.4,0.7127246260643005,0.4433687627315521
0.5,0.6083553433418274,0.4687387943267822
0.6,0.467500239610672,0.46515360474586487
0.7000000000000001,0.2956485450267792,0.3915359377861023
0.8,0.10821240395307541,0.24956101179122925
0.9,0.013197223655879498,0.09305641055107117
1.0,0.0013747528428211808,0.005388422403484583
