k,mean_logit_fraction,sd_logit_fraction
0.0,1.0,0.0
0.1,0.3539649546146393,0.3993023931980133
0.2,0.2337639331817627,0.3502056896686554
0.30000000000000004,0.17566829919815063,0.3164013922214508
0.4,0.14241456985473633,0.29135239124298096
0.5,0.12329865992069244,0.2744377851486206
0.6,0.10842311382293701,0.2576855719089508
0.7000000000000001,0.0858343318104744,0.227760449051857
0.8,0.06317427009344101,0.1938093602657318
0.9,0.0328788161277771,0.13722658157348633
1.0,0.008007931523025036,0.0650714710354805
